mbti,enneagram,role,movie,img_url,enn_1,enn_2
ESFP,7w6,Bailey,   Finding Nemo ,https://www.personality-database.com/profile_images/72867.png?=undefined,7,6
ESFP,7w8,Johnny Boy,   Mean Streets ,https://www.personality-database.com/profile_images/34695.png?=undefined,7,8
ESFP,7w6,Molly Gunn,   Uptown girls ,https://www.personality-database.com/profile_images/77763.png?=undefined,7,6
ESFP,6w7,Maggot,   Corpse Bride ,https://www.personality-database.com/profile_images/64258.png?=undefined,6,7
ESFP,6w7,Frypan,   Maze Runner,https://www.personality-database.com/profile_images/1907.png?=undefined,6,7
ESFP,7w8,Becca Tyler,   Us ,https://www.personality-database.com/profile_images/31584.png?=undefined,7,8
ESFP,6w7,Frypan,   Maze Runner,https://www.personality-database.com/profile_images/1907.png?=undefined,6,7
ESFP,7w8,Tito,   Oliver & Company ,https://www.personality-database.com/profile_images/13879.png?=undefined,7,8
ESFP,7w8,Becca Tyler,   Us ,https://www.personality-database.com/profile_images/31584.png?=undefined,7,8
ESFP,7w8,Brennan,   Step Brothers ,https://www.personality-database.com/profile_images/35437.png?=undefined,7,8
ESFP,7w6,Bailey,   Finding Nemo ,https://www.personality-database.com/profile_images/72867.png?=undefined,7,6
ESFP,7w8,Bonejangles,   Corpse Bride ,https://www.personality-database.com/profile_images/64263.png?=undefined,7,8
ESFP,7w6,Molly Gunn,   Uptown girls ,https://www.personality-database.com/profile_images/77763.png?=undefined,7,6
ESFP,7w6,Tommy Ross,   Carrie ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,9w1,Julia McCullough,   The Prestige ,https://www.personality-database.com/profile_images/29803.png?=undefined,9,1
ESFP,6w7,Corey Mason,   Empire Records ,https://www.personality-database.com/profile_images/19796.png?=undefined,6,7
ESFP,7w8,Jules,   The Cabin in the Woods ,https://www.personality-database.com/profile_images/23095.png?=undefined,7,8
ESFP,7w6,Eddie,   The Rocky Horror Picture Show ,https://www.personality-database.com/profile_images/9272.png?=undefined,7,6
ESFP,7w8,Grover Underwood,   Percy Jackson ,https://www.personality-database.com/profile_images/88955.png?=undefined,7,8
ESFP,8w9,Rico,   Starship Troopers ,https://www.personality-database.com/profile_images/40904.png?=undefined,8,9
ESFP,7w8,Ricky Baker,   Hunt for the Wilderpeople ,https://www.personality-database.com/profile_images/20856.png?=undefined,7,8
ESFP,9w1,Julia McCullough,   The Prestige ,https://www.personality-database.com/profile_images/29803.png?=undefined,9,1
ESFP,8w9,Rico,   Starship Troopers ,https://www.personality-database.com/profile_images/40904.png?=undefined,8,9
ESFP,7w8,Grover Underwood,   Percy Jackson ,https://www.personality-database.com/profile_images/88955.png?=undefined,7,8
ESFP,7w6,Hi-5,   The Emoji Movie ,https://www.personality-database.com/profile_images/42363.png?=undefined,7,6
ESFP,9w1,John,   Wedding Crashers ,https://www.personality-database.com/images/profile_transparent.png,9,1
ESFP,7w8,Ricky Baker,   Hunt for the Wilderpeople ,https://www.personality-database.com/profile_images/20856.png?=undefined,7,8
ESFP,9w1,Julia McCullough,   The Prestige ,https://www.personality-database.com/profile_images/29803.png?=undefined,9,1
ESFP,3w2,Greta,   Gone Girl ,https://www.personality-database.com/profile_images/96682.png?=undefined,3,2
ESFP,7w8,Jules,   The Cabin in the Woods ,https://www.personality-database.com/profile_images/23095.png?=undefined,7,8
ESFP,9w1,John,   Wedding Crashers ,https://www.personality-database.com/images/profile_transparent.png,9,1
ESFP,8w7,Mebh Óg MacTíre,   Wolfwalkers ,https://www.personality-database.com/profile_images/204670.png?=undefined,8,7
ESFP,7w6,Eddie,   The Rocky Horror Picture Show ,https://www.personality-database.com/profile_images/9272.png?=undefined,7,6
ESFP,7w6,Mallory Knox,   Natural Born Killers ,https://www.personality-database.com/profile_images/93216.png?=undefined,7,6
ESFP,9w1,Julia McCullough,   The Prestige ,https://www.personality-database.com/profile_images/29803.png?=undefined,9,1
ESFP,7w6,Martha Cox,   High School Musical ,https://www.personality-database.com/profile_images/27297.png?=undefined,7,6
ESFP,7w8,Jules,   The Cabin in the Woods ,https://www.personality-database.com/profile_images/23095.png?=undefined,7,8
ESFP,3w2,Greta,   Gone Girl ,https://www.personality-database.com/profile_images/96682.png?=undefined,3,2
ESFP,3w4,Sy Snootles,   Star Wars,https://www.personality-database.com/profile_images/35582.png?=undefined,3,4
ESFP,7w8,Ricky Baker,   Hunt for the Wilderpeople ,https://www.personality-database.com/profile_images/20856.png?=undefined,7,8
ESFP,7w8,Tristan Ludlow,   Legends of the Fall ,https://www.personality-database.com/profile_images/27147.png?=undefined,7,8
ESFP,7w8,Myrtle Wilson,   The Great Gatsby ,https://www.personality-database.com/profile_images/36861.png?=undefined,7,8
ESFP,3w4,Kai,   The Lego Movies,https://www.personality-database.com/images/profile_transparent.png,3,4
ESFP,7w8,Jeff Portnoy,   Tropic Thunder ,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,8w7,María Elena,   Vicky Cristina Barcelona,https://www.personality-database.com/profile_images/119706.png?=undefined,8,7
ESFP,7w8,Moonee,   The Florida Project ,https://www.personality-database.com/profile_images/119156.png?=undefined,7,8
ESFP,3w4,Elton,   Clueless ,https://www.personality-database.com/profile_images/118506.png?=undefined,3,4
ESFP,7w8,Bridget Vreeland,   The Sisterhood of the Traveling Pants ,https://www.personality-database.com/profile_images/75194.png?=undefined,7,8
ESFP,7w6,Wayne Campbell,   Wayne's World ,https://www.personality-database.com/profile_images/36628.png?=undefined,7,6
ESFP,7w6,"Franklin ""Mouse"" Finbar",   Jumanji ,https://www.personality-database.com/profile_images/101342.png?=undefined,7,6
ESFP,7w6,"Sean Cassidy ""Banshee""",   X-Men Cinematic Universe ,https://www.personality-database.com/profile_images/96198.png?=undefined,7,6
ESFP,7w8,Bridget Vreeland,   The Sisterhood of the Traveling Pants ,https://www.personality-database.com/profile_images/75194.png?=undefined,7,8
ESFP,2w3,Celia Rae Foote,   The Help ,https://www.personality-database.com/profile_images/98744.png?=undefined,2,3
ESFP,3w4,Elton,   Clueless ,https://www.personality-database.com/profile_images/118506.png?=undefined,3,4
ESFP,7w8,Jeff Portnoy,   Tropic Thunder ,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,3w4,"Professor Sheldon ""Shelly"" Oberon",   Jumanji ,https://www.personality-database.com/profile_images/101340.png?=undefined,3,4
ESFP,3w2,Don Fanucci,   The Godfather,https://www.personality-database.com/profile_images/123746.png?=undefined,3,2
ESFP,7w6,Marion Davies,   Mank ,https://www.personality-database.com/profile_images/229899.png?=undefined,7,6
ESFP,3w2,Don Fanucci,   The Godfather,https://www.personality-database.com/profile_images/123746.png?=undefined,3,2
ESFP,3w4,Lance,   Sing ,https://www.personality-database.com/profile_images/31346.png?=undefined,3,4
ESFP,8w7,María Elena,   Vicky Cristina Barcelona,https://www.personality-database.com/profile_images/119706.png?=undefined,8,7
ESFP,7w6,Helen Thermopolis,   The Princess Diaries,https://www.personality-database.com/profile_images/59913.png?=undefined,7,6
ESFP,6w7,Anya Thorensen,   Annihilation ,https://www.personality-database.com/profile_images/12267.png?=undefined,6,7
ESFP,2w3,Amber Waves,   Boogie Nights ,https://www.personality-database.com/profile_images/18135.png?=undefined,2,3
ESFP,7w8,Bridget Vreeland,   The Sisterhood of the Traveling Pants ,https://www.personality-database.com/profile_images/75194.png?=undefined,7,8
ESFP,3w4,"Professor Sheldon ""Shelly"" Oberon",   Jumanji ,https://www.personality-database.com/profile_images/101340.png?=undefined,3,4
ESFP,7w8,Myrtle Wilson,   The Great Gatsby ,https://www.personality-database.com/profile_images/36861.png?=undefined,7,8
ESFP,7w8,Moonee,   The Florida Project ,https://www.personality-database.com/profile_images/119156.png?=undefined,7,8
ESFP,7w6,Wayne Campbell,   Wayne's World ,https://www.personality-database.com/profile_images/36628.png?=undefined,7,6
ESFP,8w9,King Kong,   King Kong ,https://www.personality-database.com/images/profile_transparent.png,8,9
ESFP,7w6,Emmett DeWitt,   10 Cloverfield Lane ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w8,Lindsey Tyler,   Us ,https://www.personality-database.com/profile_images/31585.png?=undefined,7,8
ESFP,7w6,Candy,   One Flew Over the Cuckoo's Nest ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,8w7,Hamilton “Ham” Porter,   The Sandlot ,https://www.personality-database.com/profile_images/36145.png?=undefined,8,7
ESFP,9w8,"William ""Bill"" S. Preston",   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png,9,8
ESFP,7w6,Alpa Chino,   Tropic Thunder ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,9w8,The duck,   The Lorax ,https://www.personality-database.com/profile_images/178182.png?=undefined,9,8
ESFP,7w8,Lindsey Tyler,   Us ,https://www.personality-database.com/profile_images/31585.png?=undefined,7,8
ESFP,7w6,B.O.B.,   Monsters vs. Aliens,https://www.personality-database.com/profile_images/51047.png?=undefined,7,6
ESFP,7w6,Edgar,   Snowpiercer ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w6,Alpa Chino,   Tropic Thunder ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w6,Candy,   One Flew Over the Cuckoo's Nest ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w6,Marie Antoinette,   Marie Antoinette ,https://www.personality-database.com/profile_images/93901.png?=undefined,7,6
ESFP,8w9,King Kong,   King Kong ,https://www.personality-database.com/images/profile_transparent.png,8,9
ESFP,9w8,"William ""Bill"" S. Preston",   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png,9,8
ESFP,6w7,Natalie,   Love Actually ,https://www.personality-database.com/profile_images/75140.png?=undefined,6,7
ESFP,7w8,"Deezel Riggs ""Porkchop""",   Hot Wheels World Race / AcceleRacers,https://www.personality-database.com/profile_images/130576.png?=undefined,7,8
ESFP,7w6,Robot 216,   G.O.R.A. ,https://www.personality-database.com/profile_images/59327.png?=undefined,7,6
ESFP,7w6,Susan Alexander Kane,   Citizen Kane ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w6,Candy,   One Flew Over the Cuckoo's Nest ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,9w8,Wooderson,   Dazed and Confused ,https://www.personality-database.com/profile_images/23113.png?=undefined,9,8
ESFP,7w6,Marie Antoinette,   Marie Antoinette ,https://www.personality-database.com/profile_images/93901.png?=undefined,7,6
ESFP,8w7,"Charles Davis ""Scorpio""",   Dirty Harry,https://www.personality-database.com/profile_images/105125.png?=undefined,8,7
ESFP,9w8,"William ""Bill"" S. Preston",   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png,9,8
ESFP,6w7,Natalie,   Love Actually ,https://www.personality-database.com/profile_images/75140.png?=undefined,6,7
ESFP,9w8,Wooderson,   Dazed and Confused ,https://www.personality-database.com/profile_images/23113.png?=undefined,9,8
ESFP,7w6,Marie Antoinette,   Marie Antoinette ,https://www.personality-database.com/profile_images/93901.png?=undefined,7,6
ESFP,3w2,Mia Grey,   Fifty Shades of Grey,https://www.personality-database.com/profile_images/23539.png?=undefined,3,2
ESFP,7w8,Amelia Wren,   The Aeronauts,https://www.personality-database.com/profile_images/130562.png?=undefined,7,8
ESFP,7w8,"Deezel Riggs ""Porkchop""",   Hot Wheels World Race / AcceleRacers,https://www.personality-database.com/profile_images/130576.png?=undefined,7,8
ESFP,7w6,Taran,   The Black Cauldron ,https://www.personality-database.com/profile_images/55790.png?=undefined,7,6
ESFP,9w8,"William ""Bill"" S. Preston",   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png,9,8
ESFP,6w7,Natalie,   Love Actually ,https://www.personality-database.com/profile_images/75140.png?=undefined,6,7
ESFP,7w6,Edgar,   Snowpiercer ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,8w7,"Charles Davis ""Scorpio""",   Dirty Harry,https://www.personality-database.com/profile_images/105125.png?=undefined,8,7
ESFP,9w8,"William ""Bill"" S. Preston",   Bill & Ted,https://www.personality-database.com/images/profile_transparent.png,9,8
ESFP,6w7,Natalie,   Love Actually ,https://www.personality-database.com/profile_images/75140.png?=undefined,6,7
ESFP,6w7,Park Gang-Du,   The Host ,https://www.personality-database.com/profile_images/98838.png?=undefined,6,7
ESFP,7w6,Susan Alexander Kane,   Citizen Kane ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w8,The Dauphin,   The King ,https://www.personality-database.com/profile_images/68558.png?=undefined,7,8
ESFP,7w6,Conrad Walden,   The Cat in the Hat ,https://www.personality-database.com/profile_images/49965.png?=undefined,7,6
ESFP,7w6,Prince Anders,   Aladdin ,https://www.personality-database.com/profile_images/35864.png?=undefined,7,6
ESFP,7w6,Lamont,   American History X ,https://www.personality-database.com/profile_images/110868.png?=undefined,7,6
ESFP,9w1,Dickon,   The Secret Garden ,https://www.personality-database.com/profile_images/133147.png?=undefined,9,1
ESFP,7w6,Elliot,   Open Season ,https://www.personality-database.com/profile_images/75868.png?=undefined,7,6
ESFP,7w8,Lynda Van Der Klok,   Halloween ,https://www.personality-database.com/profile_images/116712.png?=undefined,7,8
ESFP,8w7,Bullet-Tooth Tony,   Snatch. ,https://www.personality-database.com/profile_images/40551.png?=undefined,8,7
ESFP,9w1,Dickon,   The Secret Garden ,https://www.personality-database.com/profile_images/133147.png?=undefined,9,1
ESFP,7w6,Elliot,   Open Season ,https://www.personality-database.com/profile_images/75868.png?=undefined,7,6
ESFP,7w6,Lamont,   American History X ,https://www.personality-database.com/profile_images/110868.png?=undefined,7,6
ESFP,1w9,Blair,   Barbie In The 12 Dancing Princesses ,https://www.personality-database.com/profile_images/72375.png?=undefined,1,9
ESFP,7w6,Slimer,   Ghostbusters ,https://www.personality-database.com/profile_images/47966.png?=undefined,7,6
ESFP,7w8,Aunt Susan,   Holidate,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,7w6,Prince Anders,   Aladdin ,https://www.personality-database.com/profile_images/35864.png?=undefined,7,6
ESFP,3w2,Zoey Sandin,   The Purge,https://www.personality-database.com/profile_images/31208.png?=undefined,3,2
ESFP,7w6,Morgan,   The Spy Who Dumped Me ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w8,Aunt Susan,   Holidate,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,7w8,Weeteef Cyu-Bee,   Star Wars,https://www.personality-database.com/profile_images/82030.png?=undefined,7,8
ESFP,8w9,Jasmine Hale,   Work It,https://www.personality-database.com/profile_images/171303.png?=undefined,8,9
ESFP,7w6,Rayon,   Dallas Buyer's Club ,https://www.personality-database.com/profile_images/57868.png?=undefined,7,6
ESFP,7w6,Martha May Whovier,   How The Grinch Stole Christmas ,https://www.personality-database.com/images/profile_transparent.png,7,6
ESFP,7w6,Prince Anders,   Aladdin ,https://www.personality-database.com/profile_images/35864.png?=undefined,7,6
ESFP,3w2,Zoey Sandin,   The Purge,https://www.personality-database.com/profile_images/31208.png?=undefined,3,2
ESFP,4w5,Zero,   The Nightmare Before Christmas ,https://www.personality-database.com/profile_images/174051.png?=undefined,4,5
ESFP,1w9,Blair,   Barbie In The 12 Dancing Princesses ,https://www.personality-database.com/profile_images/72375.png?=undefined,1,9
ESFP,7w8,Aunt Susan,   Holidate,https://www.personality-database.com/images/profile_transparent.png,7,8
ESFP,7w8,Weeteef Cyu-Bee,   Star Wars,https://www.personality-database.com/profile_images/82030.png?=undefined,7,8
